timestamp,frame_number,label,score,x1,y1,x2,y2
2025-04-10T17:20:01.539050,66,a spectacle,0.43409231305122375,253.69087,312.54062,641.80084,476.71582
2025-04-10T17:20:02.577356,67,a spectacle,0.4554121494293213,226.3163,318.6925,635.69946,480.76382
2025-04-10T17:20:03.604716,68,a spectacle,0.4391767382621765,230.7543,313.17065,633.40137,468.94153
2025-04-10T17:20:04.623012,69,a spectacle,0.40472036600112915,233.4021,311.93182,638.04553,471.89792
2025-04-10T17:20:05.642133,70,a spectacle,0.47966885566711426,231.18394,291.90826,637.2259,463.41772
2025-04-10T17:20:06.776559,71,a spectacle,0.43719691038131714,244.90051,293.1206,635.6415,468.90256
2025-04-10T17:20:08.907526,73,a spectacle,0.33620399236679077,273.15906,164.30461,502.2307,266.8144
2025-04-10T17:20:09.960980,74,a spectacle,0.33629634976387024,281.0487,167.25186,509.42776,263.07437
2025-04-10T17:20:11.011744,75,a spectacle,0.3226125240325928,295.66562,175.15712,521.753,266.4496
2025-04-10T17:20:12.055418,76,a spectacle,0.3257347643375397,300.18536,174.5946,527.9447,263.86087
2025-04-10T17:20:13.099059,77,a spectacle,0.3255760669708252,295.1167,176.1473,527.57526,268.05035
2025-04-10T17:20:15.219898,79,a spectacle,0.31771260499954224,296.32492,174.25453,527.3737,265.71878
2025-04-10T17:20:16.220897,80,a spectacle,0.32932978868484497,295.67294,175.28168,524.68225,268.76917
2025-04-10T17:20:17.348897,81,a spectacle,0.3119353652000427,294.6536,179.06784,519.6639,269.653
2025-04-10T17:20:18.365898,82,a spectacle,0.3095686733722687,295.64423,175.19566,525.6887,270.82983
2025-04-10T17:20:19.402896,83,a spectacle,0.31092292070388794,300.8934,175.31744,527.8588,266.80667
2025-04-10T17:20:20.399897,84,a spectacle,0.3388747274875641,297.03122,175.69719,525.11395,268.99603
2025-04-10T17:20:21.365895,85,a spectacle,0.31160059571266174,295.30884,176.1949,532.5377,268.21954
2025-04-10T17:20:22.371482,86,a spectacle,0.3160818815231323,299.07306,178.43027,526.6819,265.60202
2025-04-10T17:20:23.385479,87,a spectacle,0.31070855259895325,282.048,179.62985,514.4437,271.91568
2025-04-10T17:20:24.464480,88,a spectacle,0.3322974145412445,285.86584,178.12134,521.4054,265.28397
2025-04-10T17:20:25.562480,89,a spectacle,0.3245234787464142,288.17227,179.24936,517.95184,268.3851
2025-04-10T17:20:26.556479,90,a spectacle,0.30533310770988464,231.11697,177.99648,445.77893,252.05649
2025-04-10T17:20:29.400485,93,a spectacle,0.31691619753837585,207.5455,210.79517,398.50662,276.70563
2025-04-10T17:20:30.355484,94,a spectacle,0.3214932084083557,202.00699,217.10454,396.80377,282.9768
2025-04-10T17:20:31.293482,95,a spectacle,0.3157777786254883,211.50906,220.11452,400.73972,281.47037
2025-04-10T17:20:33.246479,97,a spectacle,0.3037184178829193,143.44737,200.2606,346.89682,265.4601
